text,pattern_type,trigger_keyword,is_dark_pattern,source_url,platform
...This is a,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Amazon Customer5.0 out of 5 starsImages in this review,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
(30),,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
shift+alt+D,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"2020 Apple MacBook Pro (13.3-inch/33.78 cm, Apple M1 chip with 8‑core CPU and 8‑core GPU, 8GB RAM,",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
THE BATTERY IS A BEAST!!!! I last charged it to a 100% on the 27th of June and used it for about 2 to 3 hours everyday. I am still sitting at 22%. and that will carry me easily to Monday.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Using it from past 20 days must say,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Eyewear30 Days; Replacement/Refund,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Pet Supplies,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"...Great product, faster than many MAC models.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Apple 8-core GPU,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Ram management:,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
5 star4 star3 star2 star1 star3 star83%10%3%0%4%3%,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Thank you for your feedback,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Hard Disk Size,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
4 people found this helpful,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
returning seller fulfilled items.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Space Grey,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
.inDelivering to Mumbai 400104Update location,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Active cooling system sustains incredible performance,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Update location,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Wireless,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Delivering to Mumbai 400104,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Sorry, there was an errorClose",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
MX Player,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Really there are only some minor inconveniences here: There are only two Thunderbolt ports and a headphone jack. That is a limitation at times.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Everything ForYour Business,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Sorry we couldn't load the review,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
5 star4 star3 star2 star1 star2 star83%10%3%0%4%0%,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"All PC components, listed as Components under ""Computers & Accessories"" that are labeled as not returnable on the product detail page are not eligible for returns.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Height,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Apple Watch,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
macOS 10.14 Mojave,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Connect with Us,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
83%10%3%0%4%0%,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
-camera could have been better with 1080p but you can't expect more with this price,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"To move between items, use your keyboard's up or down arrows.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Delivering to Mumbai 400104 - Update location,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
CPU Model,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
contact the brand directly.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
and Apple must provide a free 3 pin adapter to avoid earthing issues.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Amazon BusinessEverything ForYour Business,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
very expensive laptop,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Flights,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
8-core GPU with up to 5x faster graphics for graphics-intensive apps and games,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
0.61 inch (1.56 cm),,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Note: For seller fulfilled items from Books, Movies & TV Shows categories, the sellers need to be informed of the damage/ defect within 14 days of delivery.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"""Using it from past 20 days must sayperformance& battery backup is awesome . Worth the buy""Read more",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Note: Please keep the item in its original condition, with MRP tags attached, user manual, warranty cards, and original accessories in manufacturer packaging for a successful return pick-up.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
...This is avery expensive laptopand Apple must provide a free 3 pin adapter to avoid earthing issues.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Orders,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
5 star4 star3 star2 star1 star4 star83%10%3%0%4%10%,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
5 star4 star3 star2 star1 star4 star,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Recalls and Product Safety Alerts,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
5 star4 star3 star2 star1 star5 star,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
...Great audio Good camera Decent Keyboard,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"30 customers mention battery life, 24 positive, 6 negative",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Click here to go back to the Amazon home page,,,0,https://www.amazon.in/dp/B07HGGFQCD,amazon
Click here to go back to the Amazon home page,,,0,https://www.amazon.in/dp/B09G3HRMVB,amazon
Something went wrong!,,,0,https://www.flipkart.com/apple-iphone-13/p/itmca361ec2a6b61,flipkart
Cart,,,0,https://www.flipkart.com/apple-iphone-13/p/itmca361ec2a6b61,flipkart
Retry,,,0,https://www.flipkart.com/apple-iphone-13/p/itmca361ec2a6b61,flipkart
Please try again later.,,,0,https://www.flipkart.com/apple-iphone-13/p/itmca361ec2a6b61,flipkart
Something went wrong!Please try again later.E002Retry,,,0,https://www.flipkart.com/apple-iphone-13/p/itmca361ec2a6b61,flipkart
E002,,,0,https://www.flipkart.com/apple-iphone-13/p/itmca361ec2a6b61,flipkart
Something went wrong!,,,0,https://www.flipkart.com/boAt-rockerz-450/p/itm6a9b1f0ee0772,flipkart
Cart,,,0,https://www.flipkart.com/boAt-rockerz-450/p/itm6a9b1f0ee0772,flipkart
Retry,,,0,https://www.flipkart.com/boAt-rockerz-450/p/itm6a9b1f0ee0772,flipkart
Please try again later.,,,0,https://www.flipkart.com/boAt-rockerz-450/p/itm6a9b1f0ee0772,flipkart
Something went wrong!Please try again later.E002Retry,,,0,https://www.flipkart.com/boAt-rockerz-450/p/itm6a9b1f0ee0772,flipkart
E002,,,0,https://www.flipkart.com/boAt-rockerz-450/p/itm6a9b1f0ee0772,flipkart
